Workspace;Defect;DefectID;Severity;Phase
Software DevOps CHAT;CS defect;84037;;New
Software DevOps CHAT;Cut pipeline header;61021;High;Opened
Software DevOps CHAT;Exception shown while closing the configuration dialog;61008;Medium;New
Software DevOps CHAT;Failed to find contact by name when name contains special chars;63022;Very High;Duplicate
Software DevOps CHAT;Failed to find contact by phone num - no results;63023;Very High;Duplicate
Software DevOps CHAT;Failed to send message;63003;Critical;Proposed Closed
Software DevOps CHAT;Fehler beim Test 2;99011;Very High;New
Software DevOps CHAT;flurstrasse;88037;;Opened
Software DevOps CHAT;Icons looks clickable in File Changes pane;61025;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61028;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61032;Medium;Fixed
Software DevOps CHAT;Icons should be aligned to left, and minimized;61013;High;Opened
Software DevOps CHAT;Indicator is displayed before message reached recepient;63004;Low;Fixed
Software DevOps CHAT;Link to feature defect;97028;;New
Software DevOps CHAT;Login funktioniert nicht;98050;Critical;Deferred
Software DevOps CHAT;Login not successful;60034;Critical;Fixed
Software DevOps CHAT;Missing notification when sound is muted and trying to make a call;63012;Medium;Deferred
Software DevOps CHAT;order is not created. app crashed;100024;;New
Software DevOps CHAT;POST DEMO: this defect via REST API;98055;Medium;Rejected
Software DevOps CHAT;POST DEMO: this defect via REST API;107001;Medium;Rejected
Software DevOps CHAT;Product area with long name doens't show up in tree map.;61037;Low;New
Software DevOps CHAT;Received broadcast message although contact is blocked;63010;Medium;Duplicate
Software DevOps CHAT;Sort by of build number should be by default most descending;61012;Medium;Fixed
Software DevOps CHAT;SVN integration isn't working;61030;Critical;Closed
Software DevOps CHAT;Tell a Friend - download link is cut in the message;63008;Low;Deferred
Software DevOps CHAT;User receives unclear notification when someone pays for them;63009;High;Deferred
Software DevOps CHAT;Wrong help URL on Android;63014;Critical;Proposed Closed
Software DevOps CHAT;Wrong order in group media;63005;Low;Duplicate
Software DevOps CHAT;Wrong status is presented for short calls;63013;Critical;Opened
Software DevOps CHAT;Wrong warning is displayed when trying to call offline user;63011;Low;Deferred
Software DevOps CHAT;[MC] production coverage widget: when interval between from and to is too small;61035;High;Fixed
Software DevOps CHAT;[Regression Day] [Dashboard] [IE] Label in Mastercard graph is seen on top of drill down dialog;61015;Medium;Fixed
Software DevOps CHAT;[Regression Day] [Dashboard] [IE] Label in Mastercard graph is seen on top of drill down dialog;61018;High;Fixed
Software DevOps CHAT;After deletion chat still appears in the list;63021;Medium;Rejected
Software DevOps CHAT;After upgrade SVN integration isn't working;61024;Critical;Fixed
Software DevOps CHAT;After upgrade SVN integration isn't working;61027;Critical;Fixed
Software DevOps CHAT;After upgrade we see the same build twice;61010;High;Opened
Software DevOps CHAT;Amir Khan posted this defect via REST API;98049;Medium;Rejected
Software DevOps CHAT;Amir Khans Defect;98032;High;New
Software DevOps CHAT;App crashed when Other permissions were disabled;63019;Critical;Opened
Software DevOps CHAT;App crashes when In-app purchases permission is not granted;63016;Very High;Duplicate
Software DevOps CHAT;App failed to start after Photos, Media, Files permissions were removed;63018;Low;Rejected
Software DevOps CHAT;app not starting;63040;High;New
Software DevOps CHAT;App starts although no permissions to access contacts;63017;Critical;Closed
Software DevOps CHAT;Broadcast groups are not presented in contact details;63007;Very High;Opened
Software DevOps CHAT;Build number font size in Pipeline live view;61020;Medium;New
Software DevOps CHAT;Cannot edit contact secondary phone num;63020;Very High;Closed
Software DevOps CHAT;Cannot scroll between the images;63006;High;Proposed Closed
Software DevOps CHAT;CS defect;84037;;New
Software DevOps CHAT;Cut pipeline header;61021;High;Opened
Software DevOps CHAT;Exception shown while closing the configuration dialog;61008;Medium;New
Software DevOps CHAT;Failed to find contact by name when name contains special chars;63022;Very High;Duplicate
Software DevOps CHAT;Failed to find contact by phone num - no results;63023;Very High;Duplicate
Software DevOps CHAT;Failed to send message;63003;Critical;Proposed Closed
Software DevOps CHAT;Fehler beim Test 2;99011;Very High;New
Software DevOps CHAT;flurstrasse;88037;;Opened
Software DevOps CHAT;Icons looks clickable in File Changes pane;61025;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61028;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61032;Medium;Fixed
Software DevOps CHAT;Icons should be aligned to left, and minimized;61013;High;Opened
Software DevOps CHAT;Indicator is displayed before message reached recepient;63004;Low;Fixed
Software DevOps CHAT;Link to feature defect;97028;;New
Software DevOps CHAT;Login funktioniert nicht;98050;Critical;Deferred
Software DevOps CHAT;Login not successful;60034;Critical;Fixed
Software DevOps CHAT;Missing notification when sound is muted and trying to make a call;63012;Medium;Deferred
Software DevOps CHAT;order is not created. app crashed;100024;;New
Software DevOps CHAT;POST DEMO: this defect via REST API;98055;Medium;Rejected
Software DevOps CHAT;POST DEMO: this defect via REST API;107001;Medium;Rejected
Software DevOps CHAT;Product area with long name doens't show up in tree map.;61037;Low;New
Software DevOps CHAT;Received broadcast message although contact is blocked;63010;Medium;Duplicate
Software DevOps CHAT;Sort by of build number should be by default most descending;61012;Medium;Fixed
Software DevOps CHAT;SVN integration isn't working;61030;Critical;Closed
Software DevOps CHAT;Tell a Friend - download link is cut in the message;63008;Low;Deferred
Software DevOps CHAT;User receives unclear notification when someone pays for them;63009;High;Deferred
Software DevOps CHAT;Wrong help URL on Android;63014;Critical;Proposed Closed
Software DevOps CHAT;Wrong order in group media;63005;Low;Duplicate
Software DevOps CHAT;Wrong status is presented for short calls;63013;Critical;Opened
Software DevOps CHAT;Wrong warning is displayed when trying to call offline user;63011;Low;Deferred
Software DevOps CHAT;[MC] production coverage widget: when interval between from and to is too small;61035;High;Fixed
Software DevOps CHAT;[Regression Day] [Dashboard] [IE] Label in Mastercard graph is seen on top of drill down dialog;61015;Medium;Fixed
Software DevOps CHAT;[Regression Day] [Dashboard] [IE] Label in Mastercard graph is seen on top of drill down dialog;61018;High;Fixed
Software DevOps CHAT;After deletion chat still appears in the list;63021;Medium;Rejected
Software DevOps CHAT;After upgrade SVN integration isn't working;61024;Critical;Fixed
Software DevOps CHAT;After upgrade SVN integration isn't working;61027;Critical;Fixed
Software DevOps CHAT;After upgrade we see the same build twice;61010;High;Opened
Software DevOps CHAT;Amir Khan posted this defect via REST API;98049;Medium;Rejected
Software DevOps CHAT;Amir Khans Defect;98032;High;New
Software DevOps CHAT;App crashed when Other permissions were disabled;63019;Critical;Opened
Software DevOps CHAT;App crashes when In-app purchases permission is not granted;63016;Very High;Duplicate
Software DevOps CHAT;App failed to start after Photos, Media, Files permissions were removed;63018;Low;Rejected
Software DevOps CHAT;app not starting;63040;High;New
Software DevOps CHAT;App starts although no permissions to access contacts;63017;Critical;Closed
Software DevOps CHAT;Broadcast groups are not presented in contact details;63007;Very High;Opened
Software DevOps CHAT;Build number font size in Pipeline live view;61020;Medium;New
Software DevOps CHAT;Cannot edit contact secondary phone num;63020;Very High;Closed
Software DevOps CHAT;Cannot scroll between the images;63006;High;Proposed Closed
Software DevOps CHAT;CS defect;84037;;New
Software DevOps CHAT;Cut pipeline header;61021;High;Opened
Software DevOps CHAT;Exception shown while closing the configuration dialog;61008;Medium;New
Software DevOps CHAT;Failed to find contact by name when name contains special chars;63022;Very High;Duplicate
Software DevOps CHAT;Failed to find contact by phone num - no results;63023;Very High;Duplicate
Software DevOps CHAT;Failed to send message;63003;Critical;Proposed Closed
Software DevOps CHAT;Fehler beim Test 2;99011;Very High;New
Software DevOps CHAT;flurstrasse;88037;;Opened
Software DevOps CHAT;Icons looks clickable in File Changes pane;61025;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61028;Medium;Deferred
Software DevOps CHAT;Icons looks clickable in File Changes pane;61032;Medium;Fixed
Software DevOps CHAT;Icons should be aligned to left, and minimized;61013;High;Opened
Software DevOps CHAT;Indicator is displayed before message reached recepient;63004;Low;Fixed
Software DevOps CHAT;Link to feature defect;97028;;New
Software DevOps CHAT;Login funktioniert nicht;98050;Critical;Deferred
Software DevOps CHAT;Login not successful;60034;Critical;Fixed
Software DevOps CHAT;Missing notification when sound is muted and trying to make a call;63012;Medium;Deferred
Software DevOps CHAT;order is not created. app crashed;100024;;New
Software DevOps CHAT;POST DEMO: this defect via REST API;98055;Medium;Rejected
Software DevOps CHAT;POST DEMO: this defect via REST API;107001;Medium;Rejected
Software DevOps CHAT;Product area with long name doens't show up in tree map.;61037;Low;New
Software DevOps CHAT;Received broadcast message although contact is blocked;63010;Medium;Duplicate
Software DevOps CHAT;Sort by of build number should be by default most descending;61012;Medium;Fixed
Software DevOps CHAT;SVN integration isn't working;61030;Critical;Closed
Software DevOps CHAT;Tell a Friend - download link is cut in the message;63008;Low;Deferred
Software DevOps CHAT;User receives unclear notification when someone pays for them;63009;High;Deferred
Software DevOps CHAT;Wrong help URL on Android;63014;Critical;Proposed Closed
Software DevOps CHAT;Wrong order in group media;63005;Low;Duplicate
Software DevOps CHAT;Wrong status is presented for short calls;63013;Critical;Opened
Software DevOps CHAT;Wrong warning is displayed when trying to call offline user;63011;Low;Deferred
Swisscom;First Defect from Octane to ALM.NET;88003;High;New
Swisscom;Second to Third one from .NET to Octane;88004;High;New
Swisscom;Swiss Testing Community Defect;89039;Medium;New
Swisscom;First Defect from Octane to ALM.NET;88003;High;New
Swisscom;Second to Third one from .NET to Octane;88004;High;New
Swisscom;Swiss Testing Community Defect;89039;Medium;New
Swisscom;First Defect from Octane to ALM.NET;88003;High;New
Swisscom;Second to Third one from .NET to Octane;88004;High;New
Swisscom;Swiss Testing Community Defect;89039;Medium;New
